sts,device_fk,latitude,longitude,time_stamp,speed
2021-10-23T12:31:43.191677+00:00,24809,19.022464752197266,77.7537841796875,2021-10-23T08:41:25+00:00,0
2021-10-23T12:31:44.892830+00:00,6888,19.73882484436035,76.18212127685547,2021-10-23T12:31:38+00:00,10
2021-10-23T12:31:44.893998+00:00,6888,19.73898124694824,76.18183898925781,2021-10-23T12:29:33+00:00,4
2021-10-23T12:31:44.895107+00:00,6888,19.73895835876465,76.181884765625,2021-10-23T12:29:29+00:00,3
2021-10-23T12:31:44.895278+00:00,6888,19.738937377929688,76.18192291259766,2021-10-23T12:29:25+00:00,4
2021-10-23T12:31:44.895433+00:00,6888,19.73159408569336,76.2046127319336,2021-10-23T05:15:54+00:00,0
2021-10-23T12:31:44.895611+00:00,6888,19.73894691467285,76.18190002441406,2021-10-23T12:29:27+00:00,4
2021-10-23T12:31:44.896930+00:00,6888,19.73159408569336,76.2046127319336,2021-10-23T05:15:52+00:00,0
2021-10-23T12:31:44.897102+00:00,6888,19.73892593383789,76.18193817138672,2021-10-23T12:29:23+00:00,3
2021-10-23T12:31:44.897285+00:00,6888,19.73159408569336,76.2046127319336,2021-10-23T05:15:50+00:00,0
2021-10-23T12:31:44.898530+00:00,6888,19.738815307617188,76.1821517944336,2021-10-23T12:31:40+00:00,6
2021-10-23T12:31:44.955799+00:00,6888,19.738996505737305,76.18182373046875,2021-10-23T12:29:35+00:00,4
2021-10-23T12:31:44.955962+00:00,6888,19.738969802856445,76.1818618774414,2021-10-23T12:29:31+00:00,4
2021-10-23T12:31:51.391915+00:00,20984,21.61501693725586,78.43660736083984,2021-10-23T12:31:40+00:00,0
2021-10-23T12:31:51.392260+00:00,20984,21.61501693725586,78.43660736083984,2021-10-23T12:31:42+00:00,0
2021-10-23T12:31:51.392423+00:00,20984,21.61501693725586,78.43660736083984,2021-10-23T12:31:47+00:00,0
